index,start,end,duration,filename,is_laughter_manual,confidence_manual,notes
0,46.98741267872299,47.452865008378495,0.46545232965550554,laugh_000.wav,,,
1,50.75757654893256,51.45575504341582,0.6981784944832583,laugh_001.wav,,,
2,105.07586341972973,107.26348936911059,2.187625949380859,laugh_002.wav,,,
3,115.40890513808188,116.22344671497902,0.8145415768971418,laugh_003.wav,,,
4,116.99144305891059,119.83070226980915,2.839259210898561,laugh_004.wav,,,
5,173.0551761659159,175.94098060978,2.8858044438641173,laugh_005.wav,,,
6,193.1859894235164,197.70087702117476,4.514887597658372,laugh_006.wav,,,
7,201.5874039737982,204.44993580117955,2.8625318273813605,laugh_007.wav,,,
8,211.94371830863312,219.25131988422453,7.307601575591406,laugh_008.wav,,,
9,226.14001436312597,230.74799242671543,4.6079780635894565,laugh_009.wav,,,
10,233.56397902113122,245.27010511196713,11.706126090835909,laugh_010.wav,,,
11,250.64607951948818,258.55876912363175,7.912689604143566,laugh_011.wav,,,
12,263.42274596853173,266.19218732998195,2.7694413614502196,laugh_012.wav,,,
13,279.8299405888882,282.436473634959,2.6065330460708083,laugh_013.wav,,,
14,286.6488172183413,304.173097429871,17.524280211529685,laugh_014.wav,,,
15,313.08650954277385,314.7388653130509,1.6523557702770404,laugh_015.wav,,,
16,316.94976387891455,318.1133947030533,1.1636308241387496,laugh_016.wav,,,
17,329.2842506147854,333.75259297947815,4.468342364692774,laugh_017.wav,,,
18,357.1415725446672,359.4688341929447,2.3272616482774993,laugh_018.wav,,,
19,370.94223411895285,373.9909468781964,3.0487127592435286,laugh_019.wav,,,
20,393.1675828600031,395.47157189179785,2.3039890317947425,laugh_020.wav,,,
21,398.1944680202825,401.871541424561,3.677073404278474,laugh_021.wav,,,
22,417.97619203064136,423.63143783595575,5.655245805314394,laugh_022.wav,,,
23,425.981972100716,428.3790515984419,2.3970794977258834,laugh_023.wav,,,
24,429.3565014907184,430.72958586320215,1.3730843724837314,laugh_024.wav,,,
25,443.7157058605907,446.4386019890754,2.722896128484706,laugh_025.wav,,,
26,465.2894213401232,467.9890448521251,2.6996235120018923,laugh_026.wav,,,
27,468.8734042784706,471.43339209157585,2.559987813105238,laugh_027.wav,,,
28,476.9257295815108,478.8340841330984,1.9083545515875926,laugh_028.wav,,,
29,481.74316119344525,486.9329546691041,5.18979347565886,laugh_029.wav,,,
30,487.72422362951846,496.2187286457314,8.49450501621294,laugh_030.wav,,,
31,501.94379230049407,504.10814563339216,2.164353332898088,laugh_031.wav,,,
32,507.1568583926357,512.7422863485017,5.58542795586601,laugh_032.wav,,,
33,515.092820613262,519.4215272790582,4.328706665796176,laugh_033.wav,,,
34,523.2149637657506,525.2862266327176,2.071262866967004,laugh_034.wav,,,
35,529.8243868468587,534.6418184587931,4.817431611934353,laugh_035.wav,,,
36,558.1937063393616,560.9166024678462,2.722896128484649,laugh_036.wav,,,
37,587.8895649713826,590.5659158669017,2.6763508955191355,laugh_037.wav,,,
38,608.7651019564319,612.4887205936759,3.7236186372440443,laugh_038.wav,,,
39,617.2596069726449,618.7025091945769,1.4429022219320586,laugh_039.wav,,,
40,640.11331635873,649.4689081848056,9.355591826075624,laugh_040.wav,,,
41,652.1452590803248,670.0186285390961,17.87336945877132,laugh_041.wav,,,
42,672.7880699005464,684.610559073796,11.822489173249664,laugh_042.wav,,,
43,686.2629148440731,687.007638571522,0.7447237274488998,laugh_043.wav,,,
44,692.3370677460774,695.5719614371832,3.2348936911057535,laugh_044.wav,,,
45,703.8570129050511,712.7936976344367,8.93668472938566,laugh_045.wav,,,
46,715.144231899197,730.9696111074842,15.825379208287131,laugh_046.wav,,,
47,733.459781071141,740.3252029335597,6.865421862418657,laugh_047.wav,,,
48,746.4459010685296,764.7381776239909,18.292276555461285,laugh_048.wav,,,
49,767.3912559030272,768.2988879458554,0.9076320428282543,laugh_049.wav,,,
50,779.8886509542775,782.634819699245,2.7461687449674628,laugh_050.wav,,,
51,785.0551718134535,789.7096951100086,4.654523296555112,laugh_051.wav,,,
52,792.2929555395966,794.8296707362191,2.536715196622481,laugh_052.wav,,,
53,804.2085351787775,806.5125242105722,2.3039890317946856,laugh_053.wav,,,
54,809.3983286544363,812.3539509477488,2.9556222933124445,laugh_054.wav,,,
55,820.0571870035474,824.4091662858262,4.351979282278876,laugh_055.wav,,,
56,828.1793301560359,833.1363974668669,4.9570673108310075,laugh_056.wav,,,
57,835.6963852799722,837.6280124480426,1.9316271680703494,laugh_057.wav,,,
58,850.1719527322583,851.3588561728799,1.1869034406215633,laugh_058.wav,,,
59,855.7806533046072,861.4591717264043,5.678518421797094,laugh_059.wav,,,
60,868.6271376030991,871.4663968139976,2.83925921089849,laugh_060.wav,,,
61,874.0263846271029,877.4940044830364,3.467619855933549,laugh_061.wav,,,
62,880.9150791060043,898.5789950164307,17.66391591042634,laugh_062.wav,,,
63,903.1637004635373,917.5229048334096,14.35920436987226,laugh_063.wav,,,
64,921.5490674849297,922.7359709255512,1.1869034406215633,laugh_064.wav,,,
65,940.3766142194947,940.981702248047,0.6050880285522453,laugh_065.wav,,,
66,957.9241670475072,960.530700093578,2.6065330460708083,laugh_066.wav,,,
67,966.4419446802029,971.0964679767579,4.6545232965549985,laugh_067.wav,,,
68,977.3568018106245,979.6142456094536,2.257443798829172,laugh_068.wav,,,
69,981.0804204478685,983.6636808774565,2.5832604295879946,laugh_069.wav,,,
70,986.2702139235273,998.721063741812,12.450849818284723,laugh_070.wav,,,
71,1000.1639659637441,1005.237396356989,5.073430393244962,laugh_071.wav,,,
72,1006.7733890448523,1007.7508389371288,0.9774498922765815,laugh_072.wav,,,
73,1012.8242693303738,1023.6460359948642,10.821766664490383,laugh_073.wav,,,
74,1030.1158233770757,1033.4670801505954,3.351256773519708,laugh_074.wav,,,
75,1036.0503405801833,1042.496855345912,6.446514765728807,laugh_075.wav,,,
76,1044.149211116189,1046.8255620117081,2.6763508955191355,laugh_076.wav,,,
77,1049.0131879610892,1053.481530325782,4.468342364692717,laugh_077.wav,,,
78,1055.948427672956,1057.8567822245436,1.9083545515875358,laugh_078.wav,,,
79,1064.3265696067551,1065.164383800135,0.837814193379927,laugh_079.wav,,,
